artist,album,track_n,line,lyric,track_title
Taylor Swift,Fearless,10,32,And my heart's not breaking,The Way I Loved You
Taylor Swift,Fearless,10,33,'Cause I'm not feeling anything at all,The Way I Loved You
Taylor Swift,Fearless,10,34,And you were wild and crazy,The Way I Loved You
Taylor Swift,Fearless,10,35,Just so frustrating,The Way I Loved You
Taylor Swift,Fearless,10,36,"Intoxicating, complicated",The Way I Loved You
Taylor Swift,Fearless,10,37,Got away by some mistake and now,The Way I Loved You
Taylor Swift,Fearless,10,38,I miss screaming and fighting and kissing in the rain,The Way I Loved You
Taylor Swift,Fearless,10,39,It's 2AM and I'm cursing your name,The Way I Loved You
Taylor Swift,Fearless,10,40,I'm so in love that I acted insane,The Way I Loved You
Taylor Swift,Fearless,10,41,And that's the way I loved you,The Way I Loved You
Taylor Swift,Fearless,10,42,Breaking down and coming undone,The Way I Loved You
Taylor Swift,Fearless,10,43,It's a roller coaster kind of rush,The Way I Loved You
Taylor Swift,Fearless,10,44,And I never knew I could feel that much,The Way I Loved You
Taylor Swift,Fearless,10,45,"And that's the way I loved you oh, oh",The Way I Loved You
Taylor Swift,Fearless,10,46,"And that's the way I loved you oh, oh",The Way I Loved You
Taylor Swift,Fearless,10,47,Never knew I could feel that much,The Way I Loved You
Taylor Swift,Fearless,10,48,And that's the way I loved you,The Way I Loved You
Taylor Swift,Fearless,11,1,Once upon a time,Forever & Always
Taylor Swift,Fearless,11,2,I believe it was a Tuesday when I caught your eye,Forever & Always
Taylor Swift,Fearless,11,3,And we caught onto something,Forever & Always
Taylor Swift,Fearless,11,4,"I hold onto the night, you looked me in the eye and told me you loved me",Forever & Always
Taylor Swift,Fearless,11,5,"Were you just kidding?'Cause it seems to me, this thing is breaking down",Forever & Always
Taylor Swift,Fearless,11,6,We almost never speak,Forever & Always
Taylor Swift,Fearless,11,7,I don't feel welcome anymore,Forever & Always
Taylor Swift,Fearless,11,8,"Baby, what happened? Please tell me",Forever & Always
Taylor Swift,Fearless,11,9,"'Cause one second it was perfect, now you're halfway out the door",Forever & Always
Taylor Swift,Fearless,11,10,"And I stare at the phone, he still hasn't called",Forever & Always
Taylor Swift,Fearless,11,11,And then you feel so low you can't feel nothing at all,Forever & Always
Taylor Swift,Fearless,11,12,And you flashback to when he said forever and always,Forever & Always
Taylor Swift,Fearless,11,13,"Oh, and it rains in your bedroom",Forever & Always
Taylor Swift,Fearless,11,14,Everything is wrong,Forever & Always
Taylor Swift,Fearless,11,15,It rains when you're here and it rains when you're gone,Forever & Always
Taylor Swift,Fearless,11,16,'Cause I was there when you said forever and always,Forever & Always
Taylor Swift,Fearless,11,17,Was I out of line?,Forever & Always
Taylor Swift,Fearless,11,18,"Did I say something way too honest, made you run and hide",Forever & Always
Taylor Swift,Fearless,11,19,Like a scared little boy?,Forever & Always
Taylor Swift,Fearless,11,20,I looked into your eyes,Forever & Always
Taylor Swift,Fearless,11,21,"Thought I knew you for a minute, now I'm not so sure",Forever & Always
Taylor Swift,Fearless,11,22,So here's to everything coming down to nothing,Forever & Always
Taylor Swift,Fearless,11,23,Here's to silence that cuts me to the core,Forever & Always
Taylor Swift,Fearless,11,24,Where is this going?,Forever & Always
Taylor Swift,Fearless,11,25,"Thought I knew for a minute, but I don't anymore",Forever & Always
Taylor Swift,Fearless,11,26,"And I stare at the phone, he still hasn't called",Forever & Always
Taylor Swift,Fearless,11,27,And then you feel so low you can't feel nothing at all,Forever & Always
Taylor Swift,Fearless,11,28,And you flashback to when he said forever and always,Forever & Always
Taylor Swift,Fearless,11,29,"Oh, and it rains in your bedroom",Forever & Always
Taylor Swift,Fearless,11,30,Everything is wrong,Forever & Always
Taylor Swift,Fearless,11,31,It rains when you're here and it rains when you're gone,Forever & Always
Taylor Swift,Fearless,11,32,'Cause I was there when you said forever and always,Forever & Always
Taylor Swift,Fearless,11,33,"You didn't mean it baby, I don't think so",Forever & Always
Taylor Swift,Fearless,11,34,"Oh, back up, baby, back up",Forever & Always
Taylor Swift,Fearless,11,35,Did you forget everything?,Forever & Always
Taylor Swift,Fearless,11,36,"Back up, baby, back up",Forever & Always
Taylor Swift,Fearless,11,37,Did you forget everything?,Forever & Always
Taylor Swift,Fearless,11,38,'Cause it rains in your bedroom,Forever & Always
Taylor Swift,Fearless,11,39,Everything is wrong,Forever & Always
Taylor Swift,Fearless,11,40,It rains when you're here and it rains when you're gone,Forever & Always
Taylor Swift,Fearless,11,41,'Cause I was there when you said forever and always,Forever & Always
Taylor Swift,Fearless,11,42,"Oh, I stare at the phone, he still hasn't called",Forever & Always
Taylor Swift,Fearless,11,43,And then you feel so low you can't feel nothing at all,Forever & Always
Taylor Swift,Fearless,11,44,And you flashback to when we said forever and always,Forever & Always
Taylor Swift,Fearless,11,45,And  it rains in your bedroom,Forever & Always
Taylor Swift,Fearless,11,46,Everything is wrong,Forever & Always
Taylor Swift,Fearless,11,47,It rains when you're here and it rains when you're gone,Forever & Always
Taylor Swift,Fearless,11,48,'Cause I was there when you said forever and always,Forever & Always
Taylor Swift,Fearless,11,49,You didn't mean it baby,Forever & Always
Taylor Swift,Fearless,11,50,"You said forever and always, yeah",Forever & Always
Taylor Swift,Fearless,12,1,"I'm five years old, it's getting cold, I've got my big coat on",The Best Day
Taylor Swift,Fearless,12,2,"I hear your laugh and look up smiling at you, I run and run",The Best Day
Taylor Swift,Fearless,12,3,Past the pumpkin patch and the tractor rides,The Best Day
Taylor Swift,Fearless,12,4,"Look now, the sky is gold",The Best Day
Taylor Swift,Fearless,12,5,I hug your legs and fall asleep on the way home,The Best Day
Taylor Swift,Fearless,12,6,I don't know why all the trees change in the fall,The Best Day
Taylor Swift,Fearless,12,7,But I know you're not scared of anything at all,The Best Day
Taylor Swift,Fearless,12,8,Don't know if Snow White's house is near or far away,The Best Day
Taylor Swift,Fearless,12,9,But I know I had the best day with you today,The Best Day
Taylor Swift,Fearless,12,10,I'm thirteen now,The Best Day
Taylor Swift,Fearless,12,11,And don't know how my friends could be so mean,The Best Day
Taylor Swift,Fearless,12,12,I come home crying and you hold me tight and grab the keys,The Best Day
Taylor Swift,Fearless,12,13,And we drive and drive until we found a town far enough away,The Best Day
Taylor Swift,Fearless,12,14,And we talk and window shop 'til I've forgotten all their names,The Best Day
Taylor Swift,Fearless,12,15,I don't know who I'm going to talk to now at school,The Best Day
Taylor Swift,Fearless,12,16,But I know I'm laughing on the car ride home with you,The Best Day
Taylor Swift,Fearless,12,17,Don't know how long it's going to take to feel okay,The Best Day
Taylor Swift,Fearless,12,18,But I know I had the best day with you today,The Best Day
Taylor Swift,Fearless,12,19,"I have an excellent father, his strength is making me stronger",The Best Day
Taylor Swift,Fearless,12,20,"God smiles on my little brother, inside and out",The Best Day
Taylor Swift,Fearless,12,21,He's better than I am,The Best Day
Taylor Swift,Fearless,12,22,I grew up in a pretty house and I had space to run,The Best Day
Taylor Swift,Fearless,12,23,And I had the best days with you,The Best Day
Taylor Swift,Fearless,12,24,There is a video I found from back when I was three,The Best Day
Taylor Swift,Fearless,12,25,You set up a paint set in the kitchen and you're talking to me,The Best Day
Taylor Swift,Fearless,12,26,It's the age of princesses and pirate ships and the seven dwarfs,The Best Day
Taylor Swift,Fearless,12,27,And Daddy's smart,The Best Day
Taylor Swift,Fearless,12,28,And you're the prettiest lady in the whole wide world,The Best Day
Taylor Swift,Fearless,12,29,And now I know why all the trees change in the fall,The Best Day
Taylor Swift,Fearless,12,30,I know you were on my side even when I was wrong,The Best Day
Taylor Swift,Fearless,12,31,And I love you for giving me your eyes,The Best Day
Taylor Swift,Fearless,12,32,For staying back and watching me shine,The Best Day
Taylor Swift,Fearless,12,33,"And I didn't know if you knew, so I'm taking this chance to say",The Best Day
Taylor Swift,Fearless,12,34,That I had the best day with you today,The Best Day
Taylor Swift,Fearless,13,1,"And it's a sad picture, the final blow hits you",Change
Taylor Swift,Fearless,13,2,Somebody else gets what you wanted again and,Change
Taylor Swift,Fearless,13,3,"You know it's all the same, another time and place",Change
Taylor Swift,Fearless,13,4,Repeating history and you're getting sick of it,Change
Taylor Swift,Fearless,13,5,But I believe in whatever you do,Change
Taylor Swift,Fearless,13,6,And I'll do anything to see it through,Change
Taylor Swift,Fearless,13,7,Because these things will change,Change
Taylor Swift,Fearless,13,8,Can you feel it now?,Change
Taylor Swift,Fearless,13,9,These walls that they put up to hold us back will fall down,Change
Taylor Swift,Fearless,13,10,"This revolution, the time will come",Change
Taylor Swift,Fearless,13,11,For us to finally win,Change
Taylor Swift,Fearless,13,12,"And we'll sing hallelujah, we'll sing hallelujah",Change
Taylor Swift,Fearless,13,13,"Oh, oh",Change
Taylor Swift,Fearless,13,14,"So we've been outnumbered, raided, and now cornered",Change
Taylor Swift,Fearless,13,15,It's hard to fight when the fight ain't fair,Change
Taylor Swift,Fearless,13,16,"We're getting stronger now, finding things they never found",Change
Taylor Swift,Fearless,13,17,They might be bigger but we're faster and never scared,Change
Taylor Swift,Fearless,13,18,"You can walk away, say we don't need this",Change
Taylor Swift,Fearless,13,19,But there's something in your eyes says we can beat this,Change
Taylor Swift,Fearless,13,20,'Cause these things will change,Change
Taylor Swift,Fearless,13,21,Can you feel it now?,Change
Taylor Swift,Fearless,13,22,These walls that they put up to hold us back will fall down,Change
Taylor Swift,Fearless,13,23,"This revolution, the time will come",Change
Taylor Swift,Fearless,13,24,For us to finally win,Change
Taylor Swift,Fearless,13,25,"And we'll sing hallelujah, we'll sing hallelujah",Change
Taylor Swift,Fearless,13,26,"Oh, oh",Change
Taylor Swift,Fearless,13,27,"Tonight we stand, get off our knees",Change
Taylor Swift,Fearless,13,28,Fight for what we've worked for all these years,Change
Taylor Swift,Fearless,13,29,"And the battle was long, it's the fight of our lives",Change
Taylor Swift,Fearless,13,30,But we'll stand up champions tonight,Change
Taylor Swift,Fearless,13,31,It was the night things changed,Change
Taylor Swift,Fearless,13,32,Can you see it now?,Change
Taylor Swift,Fearless,13,33,These walls that they put up to hold us back fell down,Change
Taylor Swift,Fearless,13,34,"It's a revolution, throw your hands up",Change
Taylor Swift,Fearless,13,35,'Cause we never gave in,Change
Taylor Swift,Fearless,13,36,"And we'll sing hallelujah, we sang hallelujah",Change
Taylor Swift,Fearless,13,37,Hallelujah,Change
Taylor Swift,Speak Now,1,1,"You were in college, working part-time, waiting tables",Mine
Taylor Swift,Speak Now,1,2,Left a small town and never looked back,Mine
Taylor Swift,Speak Now,1,3,"I was a flight risk, with a fear of falling",Mine
Taylor Swift,Speak Now,1,4,"Wondering why we bother with love, if it never lasts",Mine
Taylor Swift,Speak Now,1,5,"I say, ""Can you believe it?""",Mine
Taylor Swift,Speak Now,1,6,As we're lying on the couch,Mine
Taylor Swift,Speak Now,1,7,"The moment, I could see it",Mine
Taylor Swift,Speak Now,1,8,"Yes, yes, I can see it now",Mine
Taylor Swift,Speak Now,1,9,"Do you remember, we were sitting there, by the water?",Mine
Taylor Swift,Speak Now,1,10,You put your arm around me for the first time,Mine
Taylor Swift,Speak Now,1,11,You made a rebel of a careless man's careful daughter,Mine
Taylor Swift,Speak Now,1,12,You are the best thing that's ever been mine,Mine
Taylor Swift,Speak Now,1,13,"Flash forward, and we're taking on the world together",Mine
Taylor Swift,Speak Now,1,14,And there's a drawer of my things at your place,Mine
Taylor Swift,Speak Now,1,15,You learn my secrets and figure out why I'm guarded,Mine
Taylor Swift,Speak Now,1,16,You say we'll never make my parents' mistakes,Mine
Taylor Swift,Speak Now,1,17,But we got bills to pay,Mine
Taylor Swift,Speak Now,1,18,We got nothing figured out,Mine
Taylor Swift,Speak Now,1,19,When it was hard to take,Mine
Taylor Swift,Speak Now,1,20,"Yes, yes",Mine
Taylor Swift,Speak Now,1,21,This is what I thought about:,Mine
Taylor Swift,Speak Now,1,22,"Do you remember, we were sitting there, by the water?",Mine
Taylor Swift,Speak Now,1,23,You put your arm around me for the first time,Mine
Taylor Swift,Speak Now,1,24,You made a rebel of a careless man's careful daughter,Mine
Taylor Swift,Speak Now,1,25,You are the best thing that's ever been mine,Mine
Taylor Swift,Speak Now,1,26,Do you remember all the city lights on the water?,Mine
Taylor Swift,Speak Now,1,27,You saw me start to believe for the first time,Mine
Taylor Swift,Speak Now,1,28,You made a rebel of a careless man's careful daughter,Mine
Taylor Swift,Speak Now,1,29,You are the best thing that's ever been mine,Mine
Taylor Swift,Speak Now,1,30,"And I remember that fight, 2:30 AMAs everything was slipping right out of our hands",Mine
Taylor Swift,Speak Now,1,31,"I ran out, crying, and you followed me out into the street",Mine
Taylor Swift,Speak Now,1,32,Braced myself for the goodbye,Mine
Taylor Swift,Speak Now,1,33,'Cause that's all I've ever known,Mine
Taylor Swift,Speak Now,1,34,"Then, you took me by surprise",Mine
Taylor Swift,Speak Now,1,35,"You said, ""I'll never leave you alone.""",Mine
Taylor Swift,Speak Now,1,36,"You said, ""I remember how we felt, sitting by the water",Mine
Taylor Swift,Speak Now,1,37,"And every time I look at you, it's like the first time",Mine
Taylor Swift,Speak Now,1,38,I fell in love with a careless man's careful daughter,Mine
Taylor Swift,Speak Now,1,39,"She is the best thing that's ever been mine""",Mine
Taylor Swift,Speak Now,1,40,"Hold on, make it last",Mine
Taylor Swift,Speak Now,1,41,"Hold on, never turn back",Mine
Taylor Swift,Speak Now,1,42,You made a rebel of a careless man's careful daughter,Mine
Taylor Swift,Speak Now,1,43,You are the best thing that's ever been mine,Mine
Taylor Swift,Speak Now,1,44,"Yeah, yeah",Mine
Taylor Swift,Speak Now,1,45,Do you believe it? (Hold on),Mine
Taylor Swift,Speak Now,1,46,We're gonna make it now (Hold on),Mine
Taylor Swift,Speak Now,1,47,And I can see it,Mine
Taylor Swift,Speak Now,1,48,"Yeah, yeah",Mine
Taylor Swift,Speak Now,1,49,I can see it now (See it now),Mine
Taylor Swift,Speak Now,2,1,The way you move is like a full on rainstorm,Sparks Fly
Taylor Swift,Speak Now,2,2,And I'm a house of cards,Sparks Fly
Taylor Swift,Speak Now,2,3,You're the kind of reckless,Sparks Fly
Taylor Swift,Speak Now,2,4,That should send me running,Sparks Fly
Taylor Swift,Speak Now,2,5,But I kinda know that I won't get far,Sparks Fly
Taylor Swift,Speak Now,2,6,And you stood there in front of me,Sparks Fly
Taylor Swift,Speak Now,2,7,Just close enough to touch,Sparks Fly
Taylor Swift,Speak Now,2,8,Close enough to hope you couldn't see,Sparks Fly
Taylor Swift,Speak Now,2,9,What I was thinking of,Sparks Fly
Taylor Swift,Speak Now,2,10,Drop everything now,Sparks Fly
Taylor Swift,Speak Now,2,11,Meet me in the pouring rain,Sparks Fly
