artist,album,track_n,line,lyric,track_title
Taylor Swift,1989,1,27,"Like any great love, it keeps you guessing",Welcome to New York
Taylor Swift,1989,1,28,"Like any real love, it's ever-changing",Welcome to New York
Taylor Swift,1989,1,29,"Like any true love, it drives you crazy",Welcome to New York
Taylor Swift,1989,1,30,"But you know you wouldn't change anything, anything, anything",Welcome to New York
Taylor Swift,1989,1,31,"Welcome to New York, it's been waiting for you",Welcome to New York
Taylor Swift,1989,1,32,"Welcome to New York, welcome to New York",Welcome to New York
Taylor Swift,1989,1,33,"Welcome to New York, it's been waiting for you",Welcome to New York
Taylor Swift,1989,1,34,"Welcome to New York, welcome to New York",Welcome to New York
Taylor Swift,1989,1,35,"It's a new soundtrack, I could dance to this beat",Welcome to New York
Taylor Swift,1989,1,36,"The lights are so bright, but they never blind me",Welcome to New York
Taylor Swift,1989,1,37,Welcome to New York (New soundtrack),Welcome to New York
Taylor Swift,1989,1,38,It's been waiting for you,Welcome to New York
Taylor Swift,1989,1,39,Welcome to New York,Welcome to New York
Taylor Swift,1989,1,40,The lights are so bright but they never blind me,Welcome to New York
Taylor Swift,1989,1,41,Welcome to New York,Welcome to New York
Taylor Swift,1989,1,42,"So bright, they never blind me",Welcome to New York
Taylor Swift,1989,1,43,Welcome to New York,Welcome to New York
Taylor Swift,1989,1,44,Welcome to New York,Welcome to New York
Taylor Swift,1989,2,1,"Nice to meet you, where you been?",Blank Space
Taylor Swift,1989,2,2,I could show you incredible things,Blank Space
Taylor Swift,1989,2,3,"Magic, madness, heaven, sin",Blank Space
Taylor Swift,1989,2,4,"Saw you there, and I thought""Oh my God, look at that face",Blank Space
Taylor Swift,1989,2,5,You look like my next mistake,Blank Space
Taylor Swift,1989,2,6,"Love's a game, wanna play?""",Blank Space
Taylor Swift,1989,2,7,Ayy,Blank Space
Taylor Swift,1989,2,8,"New money, suit and tie",Blank Space
Taylor Swift,1989,2,9,I can read you like a magazine,Blank Space
Taylor Swift,1989,2,10,Ain't it funny? Rumors fly,Blank Space
Taylor Swift,1989,2,11,And I know you heard about me,Blank Space
Taylor Swift,1989,2,12,"So hey, let's be friends",Blank Space
Taylor Swift,1989,2,13,I'm dyin' to see how this one ends,Blank Space
Taylor Swift,1989,2,14,Grab your passport and my hand,Blank Space
Taylor Swift,1989,2,15,I can make the bad guys good for a weekend,Blank Space
Taylor Swift,1989,2,16,So it's gonna be forever,Blank Space
Taylor Swift,1989,2,17,Or it's gonna go down in flames,Blank Space
Taylor Swift,1989,2,18,"You can tell me when it's over, mm",Blank Space
Taylor Swift,1989,2,19,If the high was worth the pain,Blank Space
Taylor Swift,1989,2,20,Got a long list of ex-lovers,Blank Space
Taylor Swift,1989,2,21,They'll tell you I'm insane'Cause you know I love the players,Blank Space
Taylor Swift,1989,2,22,And you love the game,Blank Space
Taylor Swift,1989,2,23,'Cause we're young and we're reckless,Blank Space
Taylor Swift,1989,2,24,We'll take this way too far,Blank Space
Taylor Swift,1989,2,25,"It'll leave you breathless, hmm",Blank Space
Taylor Swift,1989,2,26,Or with a nasty scar,Blank Space
Taylor Swift,1989,2,27,Got a long list of ex-lovers,Blank Space
Taylor Swift,1989,2,28,They'll tell you I'm insane,Blank Space
Taylor Swift,1989,2,29,"But I've got a blank space, baby",Blank Space
Taylor Swift,1989,2,30,And I'll write your name,Blank Space
Taylor Swift,1989,2,31,"Cherry lips, crystal skies",Blank Space
Taylor Swift,1989,2,32,I could show you incredible things,Blank Space
Taylor Swift,1989,2,33,"Stolen kisses, pretty lies",Blank Space
Taylor Swift,1989,2,34,"You're the King, baby, I'm your Queen",Blank Space
Taylor Swift,1989,2,35,Find out what you want,Blank Space
Taylor Swift,1989,2,36,Be that girl for a month,Blank Space
Taylor Swift,1989,2,37,"Wait, the worst is yet to come",Blank Space
Taylor Swift,1989,2,38,"Oh, no",Blank Space
Taylor Swift,1989,2,39,"Screaming, crying, perfect storms",Blank Space
Taylor Swift,1989,2,40,I can make all the tables turn,Blank Space
Taylor Swift,1989,2,41,Rose garden filled with thorns,Blank Space
Taylor Swift,1989,2,42,Keep you second guessin' like,Blank Space
Taylor Swift,1989,2,43,"""Oh my God, who is she?""",Blank Space
Taylor Swift,1989,2,44,I get drunk on jealousy,Blank Space
Taylor Swift,1989,2,45,But you'll come back each time you leave,Blank Space
Taylor Swift,1989,2,46,"'Cause, darling, I'm a nightmare dressed like a daydream",Blank Space
Taylor Swift,1989,2,47,So it's gonna be forever,Blank Space
Taylor Swift,1989,2,48,Or it's gonna go down in flames,Blank Space
Taylor Swift,1989,2,49,"You can tell me when it's over, mm",Blank Space
Taylor Swift,1989,2,50,If the high was worth the pain,Blank Space
Taylor Swift,1989,2,51,Got a long list of ex-lovers,Blank Space
Taylor Swift,1989,2,52,They'll tell you I'm insane'Cause you know I love the players,Blank Space
Taylor Swift,1989,2,53,And you love the game,Blank Space
Taylor Swift,1989,2,54,'Cause we're young and we're reckless,Blank Space
Taylor Swift,1989,2,55,We'll take this way too far,Blank Space
Taylor Swift,1989,2,56,"It'll leave you breathless, hmm",Blank Space
Taylor Swift,1989,2,57,Or with a nasty scar,Blank Space
Taylor Swift,1989,2,58,Got a long list of ex-lovers,Blank Space
Taylor Swift,1989,2,59,They'll tell you I'm insane,Blank Space
Taylor Swift,1989,2,60,"But I've got a blank space, baby",Blank Space
Taylor Swift,1989,2,61,And I'll write your name,Blank Space
Taylor Swift,1989,2,62,Boys only want love if it's torture,Blank Space
Taylor Swift,1989,2,63,"Don't say I didn't, say I didn't warn ya",Blank Space
Taylor Swift,1989,2,64,Boys only want love if it's torture,Blank Space
Taylor Swift,1989,2,65,"Don't say I didn't, say I didn't warn ya",Blank Space
Taylor Swift,1989,2,66,So it's gonna be forever,Blank Space
Taylor Swift,1989,2,67,Or it's gonna go down in flames,Blank Space
Taylor Swift,1989,2,68,"You can tell me when it's over, mm",Blank Space
Taylor Swift,1989,2,69,If the high was worth the pain,Blank Space
Taylor Swift,1989,2,70,Got a long list of ex-lovers,Blank Space
Taylor Swift,1989,2,71,They'll tell you I'm insane'Cause you know I love the players,Blank Space
Taylor Swift,1989,2,72,And you love the game,Blank Space
Taylor Swift,1989,2,73,'Cause we're young and we're reckless,Blank Space
Taylor Swift,1989,2,74,We'll take this way too far,Blank Space
Taylor Swift,1989,2,75,"It'll leave you breathless, hmm",Blank Space
Taylor Swift,1989,2,76,Or with a nasty scar,Blank Space
Taylor Swift,1989,2,77,Got a long list of ex-lovers,Blank Space
Taylor Swift,1989,2,78,They'll tell you I'm insane,Blank Space
Taylor Swift,1989,2,79,"But I've got a blank space, baby",Blank Space
Taylor Swift,1989,2,80,And I'll write your name,Blank Space
Taylor Swift,1989,3,1,Midnight,Style
Taylor Swift,1989,3,2,"You come and pick me up, no headlights",Style
Taylor Swift,1989,3,3,Long drive,Style
Taylor Swift,1989,3,4,Could end in burning flames or paradise,Style
Taylor Swift,1989,3,5,"Fade into view, oh",Style
Taylor Swift,1989,3,6,It's been a while since I have even heard from you,Style
Taylor Swift,1989,3,7,(Heard from you),Style
Taylor Swift,1989,3,8,"And I should just tell you to leave, 'cause I",Style
Taylor Swift,1989,3,9,"Know exactly where it leads, but I",Style
Taylor Swift,1989,3,10,Watch us go 'round and 'round each time,Style
Taylor Swift,1989,3,11,You got that James Dean daydream look in your eye,Style
Taylor Swift,1989,3,12,And I got that red lip classic thing that you like,Style
Taylor Swift,1989,3,13,"And when we go crashing down, we come back every time",Style
Taylor Swift,1989,3,14,"'Cause we never go out of style, we never go out of style",Style
Taylor Swift,1989,3,15,"You got that long hair, slicked back, white t-shirt",Style
Taylor Swift,1989,3,16,And I got that good girl faith and a tight little skirt,Style
Taylor Swift,1989,3,17,"And when we go crashing down, we come back every time'Cause we never go out of style, we never go out of style",Style
Taylor Swift,1989,3,18,So it goes,Style
Taylor Swift,1989,3,19,He can't keep his wild eyes on the road (Mmm),Style
Taylor Swift,1989,3,20,Takes me home,Style
Taylor Swift,1989,3,21,"The lights are off, he's taking off his coat (Mmm, yeah)",Style
Taylor Swift,1989,3,22,"I say, ""I heard, oh",Style
Taylor Swift,1989,3,23,"That you've been out and about with some other girl""",Style
Taylor Swift,1989,3,24,Some other girl,Style
Taylor Swift,1989,3,25,"He says, ""What you heard is true, but ICan't stop thinking 'bout you,"" and II said, ""I've been there too a few times""",Style
Taylor Swift,1989,3,26,'Cause you got that James Dean daydream look in your eye,Style
Taylor Swift,1989,3,27,And I got that red lip classic thing that you like,Style
Taylor Swift,1989,3,28,"And when we go crashing down, we come back every time",Style
Taylor Swift,1989,3,29,"'Cause we never go out of style, we never go out of style",Style
Taylor Swift,1989,3,30,"You got that long hair, slicked back, white t-shirt",Style
Taylor Swift,1989,3,31,And I got that good girl faith and a tight little skirt,Style
Taylor Swift,1989,3,32,(A tight little skirt),Style
Taylor Swift,1989,3,33,"And when we go crashing down, we come back every time'Cause we never go out of style (we never go, we never go)",Style
Taylor Swift,1989,3,34,We never go out of style,Style
Taylor Swift,1989,3,35,Take me home,Style
Taylor Swift,1989,3,36,Just take me home,Style
Taylor Swift,1989,3,37,"Yeah, just take me home",Style
Taylor Swift,1989,3,38,"Oh-oh, whoa-oh, oh",Style
Taylor Swift,1989,3,39,(Out of style),Style
Taylor Swift,1989,3,40,"Oh, you got that James Dean daydream look in your eye",Style
Taylor Swift,1989,3,41,And I got that red lip classic thing that you like,Style
Taylor Swift,1989,3,42,And when we go crashing down (And when we go),Style
Taylor Swift,1989,3,43,We come back every time,Style
Taylor Swift,1989,3,44,"'Cause we never go out of style, we never go out of style",Style
Taylor Swift,1989,4,1,Looking at it now,Out of the Woods
Taylor Swift,1989,4,2,It all seems so simple,Out of the Woods
Taylor Swift,1989,4,3,We were lying on your couch,Out of the Woods
Taylor Swift,1989,4,4,I remember,Out of the Woods
Taylor Swift,1989,4,5,You took a Polaroid of us,Out of the Woods
Taylor Swift,1989,4,6,Then discovered (Then discovered),Out of the Woods
Taylor Swift,1989,4,7,The rest of the world was black and white,Out of the Woods
Taylor Swift,1989,4,8,But we were in screaming color,Out of the Woods
Taylor Swift,1989,4,9,And I remember thinking,Out of the Woods
Taylor Swift,1989,4,10,Are we out of the woods yet? Are we out of the woods yet?,Out of the Woods
Taylor Swift,1989,4,11,Are we out of the woods yet? Are we out of the woods?,Out of the Woods
Taylor Swift,1989,4,12,Are we in the clear yet? Are we in the clear yet?,Out of the Woods
Taylor Swift,1989,4,13,Are we in the clear yet? In the clear yet? Good,Out of the Woods
Taylor Swift,1989,4,14,Are we out of the woods yet? Are we out of the woods yet?,Out of the Woods
Taylor Swift,1989,4,15,Are we out of the woods yet? Are we out of the woods?,Out of the Woods
Taylor Swift,1989,4,16,Are we in the clear yet? Are we in the clear yet?,Out of the Woods
Taylor Swift,1989,4,17,Are we in the clear yet? In the clear yet? Good(Are we out of the woods?),Out of the Woods
Taylor Swift,1989,4,18,Looking at it now,Out of the Woods
Taylor Swift,1989,4,19,Last December (Last December),Out of the Woods
Taylor Swift,1989,4,20,We were built to fall apart,Out of the Woods
Taylor Swift,1989,4,21,Then fall back together (Back together),Out of the Woods
Taylor Swift,1989,4,22,Your necklace hanging from my neck,Out of the Woods
Taylor Swift,1989,4,23,The night we couldn't quite forget,Out of the Woods
Taylor Swift,1989,4,24,"When we decided, we decided",Out of the Woods
Taylor Swift,1989,4,25,To move the furniture so we could dance,Out of the Woods
Taylor Swift,1989,4,26,"Baby, like we stood a chance",Out of the Woods
Taylor Swift,1989,4,27,"Two paper airplanes flying, flying, flying",Out of the Woods
Taylor Swift,1989,4,28,And I remember thinking,Out of the Woods
Taylor Swift,1989,4,29,Are we out of the woods yet? Are we out of the woods yet?,Out of the Woods
Taylor Swift,1989,4,30,Are we out of the woods yet? Are we out of the woods?,Out of the Woods
Taylor Swift,1989,4,31,(Out of the woods),Out of the Woods
Taylor Swift,1989,4,32,Are we in the clear yet? Are we in the clear yet?,Out of the Woods
Taylor Swift,1989,4,33,Are we in the clear yet? In the clear yet? Good,Out of the Woods
Taylor Swift,1989,4,34,Are we out of the woods yet? Are we out of the woods yet?,Out of the Woods
Taylor Swift,1989,4,35,Are we out of the woods yet? (Oh) Are we out of the woods?,Out of the Woods
Taylor Swift,1989,4,36,Are we in the clear yet? Are we in the clear yet?,Out of the Woods
Taylor Swift,1989,4,37,Are we in the clear yet? In the clear yet? Good(Are we out of the woods?),Out of the Woods
Taylor Swift,1989,4,38,Remember when you hit the brakes too soon?,Out of the Woods
Taylor Swift,1989,4,39,Twenty stitches in a hospital room,Out of the Woods
Taylor Swift,1989,4,40,"When you started crying, baby, I did too",Out of the Woods
Taylor Swift,1989,4,41,"But when the sun came up, I was looking at you",Out of the Woods
Taylor Swift,1989,4,42,Remember when we couldn't take the heat?,Out of the Woods
Taylor Swift,1989,4,43,"I walked out and said, ""I'm setting you free""But the monsters turned out to be just trees",Out of the Woods
Taylor Swift,1989,4,44,"When the sun came up, you were looking at me",Out of the Woods
Taylor Swift,1989,4,45,"You were looking at me, ooh",Out of the Woods
Taylor Swift,1989,4,46,You were looking at me,Out of the Woods
Taylor Swift,1989,4,47,(Are we out of the woods yet? Are we out of the woods yet?),Out of the Woods
Taylor Swift,1989,4,48,(Are we out of the woods yet? Are we out of the woods?),Out of the Woods
Taylor Swift,1989,4,49,I remember,Out of the Woods
Taylor Swift,1989,4,50,(Are we in the clear yet? Are we in the clear yet?),Out of the Woods
Taylor Swift,1989,4,51,(Are we in the clear yet? In the clear yet? Good),Out of the Woods
Taylor Swift,1989,4,52,"Oh, I remember",Out of the Woods
Taylor Swift,1989,4,53,Are we out of the woods yet? Are we out of the woods yet?,Out of the Woods
Taylor Swift,1989,4,54,(Yeah),Out of the Woods
Taylor Swift,1989,4,55,Are we out of the woods yet? Are we out of the woods?,Out of the Woods
Taylor Swift,1989,4,56,Are we in the clear yet? Are we in the clear yet? (Are we?),Out of the Woods
Taylor Swift,1989,4,57,Are we in the clear yet? In the clear yet? Good,Out of the Woods
Taylor Swift,1989,4,58,Are we out of the woods yet? Are we out of the woods yet?,Out of the Woods
Taylor Swift,1989,4,59,Are we out of the woods yet? Are we out of the woods?,Out of the Woods
Taylor Swift,1989,4,60,Are we in the clear yet? (Yeah),Out of the Woods
Taylor Swift,1989,4,61,Are we in the clear yet? (Yeah),Out of the Woods
Taylor Swift,1989,4,62,Are we in the clear yet? In the clear yet? Good,Out of the Woods
Taylor Swift,1989,4,63,Are we out of the woods yet? Are we out of the woods yet?,Out of the Woods
Taylor Swift,1989,4,64,Are we out of the woods yet? Are we out of the woods?,Out of the Woods
Taylor Swift,1989,4,65,Are we in the clear yet? Are we in the clear yet?,Out of the Woods
Taylor Swift,1989,4,66,Are we in the clear yet? In the clear yet? Good,Out of the Woods
Taylor Swift,1989,4,67,Are we out of the woods yet? Are we out of the woods yet?,Out of the Woods
Taylor Swift,1989,4,68,Are we out of the woods yet? Are we out of the woods?,Out of the Woods
Taylor Swift,1989,4,69,Are we in the clear yet? Are we in the clear yet?,Out of the Woods
Taylor Swift,1989,4,70,Are we in the clear yet? In the clear yet? Good,Out of the Woods
Taylor Swift,1989,5,1,People like you always want back,All You Had to Do Was Stay
Taylor Swift,1989,5,2,The love they gave away,All You Had to Do Was Stay
Taylor Swift,1989,5,3,And people like me wanna believe you,All You Had to Do Was Stay
Taylor Swift,1989,5,4,When you say you've changed,All You Had to Do Was Stay
Taylor Swift,1989,5,5,The more I think about it now,All You Had to Do Was Stay
Taylor Swift,1989,5,6,The less I know,All You Had to Do Was Stay
Taylor Swift,1989,5,7,All I know is that you drove us,All You Had to Do Was Stay
Taylor Swift,1989,5,8,Off the road,All You Had to Do Was Stay
Taylor Swift,1989,5,9,(Stay!) Hey,All You Had to Do Was Stay
Taylor Swift,1989,5,10,All you had to do was stay,All You Had to Do Was Stay
Taylor Swift,1989,5,11,Had me in the palm of your hand,All You Had to Do Was Stay
Taylor Swift,1989,5,12,"Then, why'd you have to go and lock me out when I let you in?(Stay!) Hey",All You Had to Do Was Stay
Taylor Swift,1989,5,13,"Now, you say you want it back",All You Had to Do Was Stay
Taylor Swift,1989,5,14,Now that it's just too late,All You Had to Do Was Stay
Taylor Swift,1989,5,15,"Well, could've been easy",All You Had to Do Was Stay
Taylor Swift,1989,5,16,All you had to do was (Stay!),All You Had to Do Was Stay
Taylor Swift,1989,5,17,All you had to do was (Stay!),All You Had to Do Was Stay
Taylor Swift,1989,5,18,All you had to do was (Stay!),All You Had to Do Was Stay
Taylor Swift,1989,5,19,All you had to do was (Stay!),All You Had to Do Was Stay
Taylor Swift,1989,5,20,All you had to do was stay,All You Had to Do Was Stay
Taylor Swift,1989,5,21,"Here you are now, calling me up",All You Had to Do Was Stay
Taylor Swift,1989,5,22,But I don't know what to say,All You Had to Do Was Stay
Taylor Swift,1989,5,23,I've been picking up the pieces,All You Had to Do Was Stay
Taylor Swift,1989,5,24,Of the mess you made,All You Had to Do Was Stay
Taylor Swift,1989,5,25,People like you always want back,All You Had to Do Was Stay
Taylor Swift,1989,5,26,The love they pushed aside,All You Had to Do Was Stay
Taylor Swift,1989,5,27,But people like me are gone forever,All You Had to Do Was Stay
Taylor Swift,1989,5,28,When you say goodbye,All You Had to Do Was Stay
Taylor Swift,1989,5,29,(Stay!) Hey,All You Had to Do Was Stay
Taylor Swift,1989,5,30,All you had to do was stay,All You Had to Do Was Stay
Taylor Swift,1989,5,31,Had me in the palm of your hand,All You Had to Do Was Stay
Taylor Swift,1989,5,32,"Then, why'd you have to go and lock me out when I let you in?(Stay!) Hey",All You Had to Do Was Stay
Taylor Swift,1989,5,33,"Now, you say you want it back",All You Had to Do Was Stay
Taylor Swift,1989,5,34,Now that it's just too late,All You Had to Do Was Stay
Taylor Swift,1989,5,35,"Well, could've been easy",All You Had to Do Was Stay
Taylor Swift,1989,5,36,All you had to do was (Stay!),All You Had to Do Was Stay
Taylor Swift,1989,5,37,All you had to do was (Stay!),All You Had to Do Was Stay
Taylor Swift,1989,5,38,All you had to do was (stay!),All You Had to Do Was Stay
Taylor Swift,1989,5,39,All you had to do was (Stay! stay! stay! stay! stay!),All You Had to Do Was Stay
Taylor Swift,1989,5,40,Let me remind you,All You Had to Do Was Stay
Taylor Swift,1989,5,41,"This was what you wanted (Oh, oh, oh-oh-oh)",All You Had to Do Was Stay
Taylor Swift,1989,5,42,You ended it,All You Had to Do Was Stay
Taylor Swift,1989,5,43,"You were all I wanted (Oh, oh, oh-oh-oh)",All You Had to Do Was Stay
Taylor Swift,1989,5,44,But not like this,All You Had to Do Was Stay
Taylor Swift,1989,5,45,Not like this,All You Had to Do Was Stay
Taylor Swift,1989,5,46,Not like this,All You Had to Do Was Stay
Taylor Swift,1989,5,47,"Oh, all you had to do was",All You Had to Do Was Stay
Taylor Swift,1989,5,48,(Stay!) Hey,All You Had to Do Was Stay
Taylor Swift,1989,5,49,All you had to do was stay,All You Had to Do Was Stay
Taylor Swift,1989,5,50,Had me in the palm of your hand,All You Had to Do Was Stay
Taylor Swift,1989,5,51,"Then, why'd you want to go and lock me out when I let you in?(Stay!) Hey",All You Had to Do Was Stay
Taylor Swift,1989,5,52,"Now, you say you want it back",All You Had to Do Was Stay
Taylor Swift,1989,5,53,Now that it's just too late,All You Had to Do Was Stay
Taylor Swift,1989,5,54,"Well, could've been easy",All You Had to Do Was Stay
Taylor Swift,1989,5,55,All you had to do was(Stay!) Hey,All You Had to Do Was Stay
Taylor Swift,1989,5,56,All you had to do was stay,All You Had to Do Was Stay
Taylor Swift,1989,5,57,Had me in the palm of your hand,All You Had to Do Was Stay
Taylor Swift,1989,5,58,"Then, why'd you have to go and lock me out when I let you in?(Stay!) Hey",All You Had to Do Was Stay
Taylor Swift,1989,5,59,"Now, you say you want it back",All You Had to Do Was Stay
Taylor Swift,1989,5,60,Now that it's just too late,All You Had to Do Was Stay
Taylor Swift,1989,5,61,(All you had to do was stay),All You Had to Do Was Stay
Taylor Swift,1989,5,62,"Well, could've been easy",All You Had to Do Was Stay
Taylor Swift,1989,5,63,All you had to do was (Stay!),All You Had to Do Was Stay
Taylor Swift,1989,5,64,All you had to do was (Stay!) (Oh),All You Had to Do Was Stay
Taylor Swift,1989,5,65,All you had to do was (Stay!),All You Had to Do Was Stay
Taylor Swift,1989,5,66,All you had to do was (Stay!) (Ooh),All You Had to Do Was Stay
Taylor Swift,1989,5,67,All you had to do was (Stay!),All You Had to Do Was Stay
Taylor Swift,1989,6,1,I stay out too late,Shake It Off
Taylor Swift,1989,6,2,Got nothing in my brain,Shake It Off
Taylor Swift,1989,6,3,"That's what people say, mmm, mmm",Shake It Off
Taylor Swift,1989,6,4,"That's what people say, mmm, mmm",Shake It Off
Taylor Swift,1989,6,5,I go on too many dates,Shake It Off
Taylor Swift,1989,6,6,But I can't make them stay,Shake It Off
Taylor Swift,1989,6,7,"At least that's what people say, mmm, mmm",Shake It Off
Taylor Swift,1989,6,8,"That's what people say, mmm, mmm",Shake It Off
Taylor Swift,1989,6,9,But I keep cruisin',Shake It Off
Taylor Swift,1989,6,10,"Can't stop, won't stop movin'",Shake It Off
Taylor Swift,1989,6,11,It's like I got this music in my mind,Shake It Off
Taylor Swift,1989,6,12,Sayin' it's gonna be alright,Shake It Off
Taylor Swift,1989,6,13,"'Cause the players gonna play, play, play, play, play",Shake It Off
Taylor Swift,1989,6,14,"And the haters gonna hate, hate, hate, hate, hate",Shake It Off
Taylor Swift,1989,6,15,"Baby, I'm just gonna shake, shake, shake, shake, shake",Shake It Off
Taylor Swift,1989,6,16,"I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,17,"Heartbreakers gonna break, break, break, break, break",Shake It Off
Taylor Swift,1989,6,18,"And the fakers gonna fake, fake, fake, fake, fake",Shake It Off
Taylor Swift,1989,6,19,"Baby, I'm just gonna shake, shake, shake, shake, shake",Shake It Off
Taylor Swift,1989,6,20,"I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,21,I never miss a beat,Shake It Off
Taylor Swift,1989,6,22,I'm lightning on my feet,Shake It Off
Taylor Swift,1989,6,23,"And that's what they don't see, mmm, mmm",Shake It Off
Taylor Swift,1989,6,24,"That's what they don't see, mmm, mmm",Shake It Off
Taylor Swift,1989,6,25,I'm dancin' on my own (Dancin' on my own),Shake It Off
Taylor Swift,1989,6,26,I make the moves up as I go (Moves up as I go),Shake It Off
Taylor Swift,1989,6,27,"And that's what they don't know, mmm, mmm",Shake It Off
Taylor Swift,1989,6,28,"That's what they don't know, mmm, mmm",Shake It Off
Taylor Swift,1989,6,29,But I keep cruisin',Shake It Off
Taylor Swift,1989,6,30,"Can't stop, won't stop groovin'",Shake It Off
Taylor Swift,1989,6,31,It's like I got this music in my mind,Shake It Off
Taylor Swift,1989,6,32,Sayin' it's gonna be alright,Shake It Off
Taylor Swift,1989,6,33,"'Cause the players gonna play, play, play, play, play",Shake It Off
Taylor Swift,1989,6,34,"And the haters gonna hate, hate, hate, hate, hate",Shake It Off
Taylor Swift,1989,6,35,"Baby, I'm just gonna shake, shake, shake, shake, shake",Shake It Off
Taylor Swift,1989,6,36,"I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,37,"Heartbreakers gonna break, break, break, break, break",Shake It Off
Taylor Swift,1989,6,38,"And the fakers gonna fake, fake, fake, fake, fake",Shake It Off
Taylor Swift,1989,6,39,"Baby, I'm just gonna shake, shake, shake, shake, shake",Shake It Off
Taylor Swift,1989,6,40,"I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,41,"Shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,42,"I, I, I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,43,"I, I, I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,44,"I, I, I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,45,"Hey, hey, hey",Shake It Off
Taylor Swift,1989,6,46,Just think while you've been gettin' down and out about the liars,Shake It Off
Taylor Swift,1989,6,47,"And the dirty, dirty cheats of the world",Shake It Off
Taylor Swift,1989,6,48,You could've been getting down,Shake It Off
Taylor Swift,1989,6,49,To this sick beat,Shake It Off
Taylor Swift,1989,6,50,My ex-man brought his new girlfriend,Shake It Off
Taylor Swift,1989,6,51,"She's like, “Oh my God,” but I'm just gonna shake",Shake It Off
Taylor Swift,1989,6,52,And to the fella over there with the hella good hair,Shake It Off
Taylor Swift,1989,6,53,"Won't you come on over, baby?",Shake It Off
Taylor Swift,1989,6,54,"We can shake, shake, shake",Shake It Off
Taylor Swift,1989,6,55,"Yeah, oh, oh, oh",Shake It Off
Taylor Swift,1989,6,56,"'Cause the players gonna play, play, play, play, play",Shake It Off
Taylor Swift,1989,6,57,"And the haters gonna hate, hate, hate, hate, hate",Shake It Off
Taylor Swift,1989,6,58,(Haters gonna hate),Shake It Off
Taylor Swift,1989,6,59,"Baby, I'm just gonna shake, shake, shake, shake, shake",Shake It Off
Taylor Swift,1989,6,60,"I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,61,"Heartbreakers gonna break, break, break, break, break (Mmhm)",Shake It Off
Taylor Swift,1989,6,62,"And the fakers gonna fake, fake, fake, fake, fake",Shake It Off
Taylor Swift,1989,6,63,"(And fake, and fake, and fake)",Shake It Off
Taylor Swift,1989,6,64,"Baby, I'm just gonna shake, shake, shake, shake, shake",Shake It Off
Taylor Swift,1989,6,65,"I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,66,"Shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,67,"I, I, I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,68,"I, I, I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,69,"I, I, I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,70,"Shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,71,"I, I, I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,72,"I, I, I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,73,"I, I, I shake it off, I shake it off (Yeah)",Shake It Off
Taylor Swift,1989,6,74,"Shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,75,"I, I, I shake it off, I shake it off (You got to)",Shake It Off
Taylor Swift,1989,6,76,"I, I, I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,77,"I, I, I shake it off, I shake it off",Shake It Off
Taylor Swift,1989,6,78,NA,Shake It Off
Taylor Swift,1989,7,1,It's 2AM in your car,I Wish You Would
Taylor Swift,1989,7,2,"Windows down, you pass my street, the memories start",I Wish You Would
Taylor Swift,1989,7,3,"You say it's in the past, you drive straight ahead",I Wish You Would
Taylor Swift,1989,7,4,You're thinking that I hate you now,I Wish You Would
Taylor Swift,1989,7,5,'Cause you still don't know what I never said,I Wish You Would
Taylor Swift,1989,7,6,I wish you would come back,I Wish You Would
Taylor Swift,1989,7,7,"Wish I never hung up the phone like I did, IWish you knew that",I Wish You Would
Taylor Swift,1989,7,8,"I'd never forget you as long as I live, and I",I Wish You Would
Taylor Swift,1989,7,9,"Wish you were right here, right now, it's all good",I Wish You Would
Taylor Swift,1989,7,10,I wish you would,I Wish You Would
Taylor Swift,1989,7,11,It's 2AM in my room,I Wish You Would
Taylor Swift,1989,7,12,Headlights pass the window pane,I Wish You Would
Taylor Swift,1989,7,13,I think of you,I Wish You Would
Taylor Swift,1989,7,14,We're a crooked love in a straight line down,I Wish You Would
Taylor Swift,1989,7,15,Makes you want to run and hide,I Wish You Would
Taylor Swift,1989,7,16,But it makes you turn right back around,I Wish You Would
Taylor Swift,1989,7,17,I wish you would come back,I Wish You Would
Taylor Swift,1989,7,18,"Wish I never hung up the phone like I did, IWish you knew that",I Wish You Would
Taylor Swift,1989,7,19,"I'd never forget you as long as I live, and I",I Wish You Would
